id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
1384280;Spacious Apartment in the centre of Prague(63 sqm);213707029;Rezidence;Praha 1;50,08023;14,41475;Entire home/apt;2583;13;20;14/03/2025;0,14;6;48;4
1394492;Bright and sunny apartment;7537751;Alzbeta;Praha 2;50,06946;14,41526;Entire home/apt;;1;510;11/08/2020;3,85;1;0;0
1400957;LAVENDER AND CREME DESIGN STUDIO;7564742;Slavo;Praha 7;50,10526;14,44725;Entire home/apt;1605;1;264;15/06/2025;1,84;1;271;21
1404051;Best location Prague 1, comfy, quiet, cosy;5064625;Nikola;Praha 1;50,0775;14,42224;Entire home/apt;1684;1;289;02/06/2025;2;1;283;36
1437692;Central Old Town - BIG Private Room;4279290;Vincent;Praha 1;50,09069;14,42669;Private room;1007;2;646;04/06/2025;4,46;12;218;11
1437867;Spatious apartment in inner Prague;5765018;Michaela;Praha 8;50,11286;14,47387;Entire home/apt;1500;4;5;14/08/2018;0,04;2;39;0
1449549;Centrally Located Stylish Studio near Park;1895342;Anatolij;Praha 3;50,08412;14,44992;Entire home/apt;1524;1;818;15/06/2025;5,68;11;248;67
1460047;Prime Location*Bath/Shower*Airco*Top Mattresses;7825803;Tereza;Praha 1;50,09149;14,43139;Entire home/apt;2507;2;161;25/05/2025;1,12;1;67;12
1475688;Simply the best location and view.;7893606;Thomas;Praha 1;50,08847;14,4204;Entire home/apt;2935;1;654;03/06/2025;4,53;1;232;56
1480645;Na Slupi Sanctuary:Serene 2-Bedroom Getaway Prague;37031759;Nick And Jenny;Praha 2;50,07019;14,4209;Entire home/apt;2064;2;162;10/06/2025;1,12;62;87;33
1508028;P?Ìjemn˝ byt v kr·snÈ lokalit?;8055219;Petr;Praha 8;50,127552;14,419979;Entire home/apt;1715;4;69;26/04/2025;0,49;2;315;5
1509112;Central Old Town - The Sweet Room;4279290;Vincent;Praha 1;50,09106;14,42823;Private room;1040;2;641;05/06/2025;4,5;12;262;52
1512029;Calm spacious flat near the castle;8075350;Martin;Praha 6;50,09;14,37456;Entire home/apt;3350;7;13;30/04/2025;0,11;1;346;3
1590317;Historic Prague Flat Near Castle In Old Ctr.;8484011;Peter;Praha 1;50,08921;14,39413;Entire home/apt;1025;30;18;10/06/2019;0,13;2;65;0
1647656;A cozy apartment near the centre;6718509;Petra;Praha 3;50,08849;14,46459;Entire home/apt;2232;3;115;08/06/2025;0,82;1;43;16
1685474;Wenceslas Square Loft A 3-Bedrooms (Old Town);9345552;Romana;Praha 1;50,07795;14,42784;Entire home/apt;5719;2;244;25/05/2025;1,83;44;202;30
1686130;Lovely Apartment Heart in Old Town;8913102;Hana;Praha 1;50,090172;14,417268;Entire home/apt;3033;2;745;19/06/2025;5,23;4;151;95
1706131;Charming Apartment Narodni Trida - PC B21;383698;Veronika;Praha 1;50,08117;14,42097;Entire home/apt;4073;1;166;05/06/2025;1,32;39;280;43
1708606;Apartment with an artistic feel;9015168;Irena;Praha 4;50,05932;14,45051;Entire home/apt;1100;1;33;18/08/2019;0,25;1;201;0
1711450;Modern Flat in Old Town - PC Ex 23 3B;383698;Veronika;Praha 1;50,08935;14,42077;Entire home/apt;5646;1;232;02/05/2025;1,68;39;327;29
1735621;Luxurious Apartment, Amazing View!;8988481;Magdalena;Praha 10;50,05306;14,51328;Entire home/apt;920;270;11;30/08/2021;0,08;1;353;0
1763136;Astronomical clock apartment;9267374;Martin;Praha 1;50,08607;14,42116;Entire home/apt;2777;3;459;05/06/2025;3,29;3;326;54
1775594;Central Station Studio 1;6192192;Peter;Praha 3;50,08576;14,44015;Entire home/apt;1412;2;123;27/06/2024;1,02;7;269;1
1775721;Central Station Studio 3;6192192;Peter;Praha 3;50,08583;14,44038;Entire home/apt;1464;2;149;04/03/2024;1,08;7;266;0
1775745;Central Station Studio 2;6192192;Peter;Praha 3;50,08586;14,44036;Entire home/apt;1412;2;89;08/09/2024;0,64;7;262;1
1775852;Central Station Studio 4;6192192;Peter;Praha 3;50,08578;14,44044;Entire home/apt;1412;2;108;15/03/2025;0,77;7;253;2
1782461;Cosy nicely furnished flat;9267374;Martin;Praha 3;50,07954;14,45704;Entire home/apt;1464;3;438;23/05/2025;3,14;3;338;38
1796375;?70m2 LUXURY ELEGANT LIVING CENTER, GARAGE, WIFI;9421508;Peter;Praha 3;50,08616;14,45297;Entire home/apt;1315;90;215;28/08/2021;1,95;2;170;0
1797813;Charming apartment with stained glass windows;9428723;Martin;Praha 1;50,08365;14,40396;Entire home/apt;2182;2;131;22/05/2025;1,57;3;62;20
1800018;Cozy One Bedroom Apartment in éiûkov;4711560;Clown And Bard;Praha 3;50,08265;14,44664;Entire home/apt;;1;104;06/01/2024;0,77;9;0;0
1814243;Cozy apt in the heart of Old town;9502981;Hana And Coenie;Praha 1;50,08863;14,39954;Entire home/apt;3400;3;194;04/05/2025;1,39;1;361;10
1824829;CITY CENTER Stylish 2BDR Navratilova str. id: (01);9550037;Anton & Vika;Praha 1;50,07885;14,42254;Entire home/apt;2741;2;331;01/06/2025;2,34;40;144;90
1867891;Prague at hand! 10 minutes from centre;3671923;Adela;Praha 7;50,09918;14,42964;Private room;1651;4;129;02/06/2025;0,97;2;200;5
1871973;Designer Loft at Wenceslas Square;1240390;Sarah;Praha 1;50,07961;14,42849;Entire home/apt;3870;1;809;12/06/2025;5,75;18;278;55
1887734;Comfortable, separate room near a park;1895342;Anatolij;Praha 3;50,08367;14,45019;Private room;768;1;768;13/06/2025;5,47;11;126;74
1895260;Great Ruterra flat for sightseeing;227945;Alex And Kate;Praha 1;50,08532;14,42945;Entire home/apt;5387;2;539;09/06/2025;3,83;97;64;29
1908384;"""APARTMENT ?45"" IN CENTER OF PRAGUE";3228013;Kira And Irina;Praha 2;50,07334;14,43171;Entire home/apt;;1;16;31/08/2024;0,12;35;358;1
1916627;Junior Suite Apartment JM with 2 Bedrooms;6401971;Jiri;Praha 2;50,07204;14,43888;Entire home/apt;4497;3;4;03/11/2024;0,03;19;343;1
1916785;Family Apartment AM for 3 persons;6401971;Jiri;Praha 2;50,07292;14,43923;Entire home/apt;4620;1;4;30/09/2023;0,09;19;356;0
1916786;Rooftop Apartment with Garden Terrace;6401971;Jiri;Praha 2;50,07283;14,43781;Entire home/apt;7090;1;10;24/07/2022;0,07;19;259;0
1921408;Louvre Loft 4-Bedrooms, 2-Bathrooms (Old Town);9345552;Romana;Praha 1;50,08203;14,41835;Entire home/apt;6357;2;364;05/06/2025;2,68;44;240;52
1921456;Kozna Loft C 3-Bedrooms (Prague Old Town);9345552;Romana;Praha 1;50,08588;14,42116;Entire home/apt;5145;2;138;07/05/2025;1,05;44;257;16
1921550;Luxury Loft C 2-Bedrooms (Prague Old Town);9345552;Romana;Praha 2;50,07506;14,41619;Entire home/apt;3965;2;168;06/06/2025;1,24;44;249;34
1921578;Luxury Loft B 2-Bedrooms (Prague Old Town);9345552;Romana;Praha 2;50,07506;14,41619;Entire home/apt;4615;2;29;18/05/2025;0,21;44;255;2
1921603;Luxury Loft A 2-Bedrooms (Prague Old Town);9345552;Romana;Praha 2;50,07506;14,41619;Entire home/apt;3965;2;106;01/06/2025;0,78;44;221;11
1927272;Kozna Loft CD 5-Bedrooms, 3-Bathrooms (Old Town);9345552;Romana;Praha 1;50,08588;14,42116;Entire home/apt;10504;2;138;26/05/2025;1,05;44;232;8
1935976;Perfectly connected large room  on metro B;10017220;Laura;Praha 13;50,04703;14,32184;Private room;855;2;36;01/05/2025;0,26;3;272;5
1938191;Lovely Flat By Castle In Old Cntr.;8484011;Peter;Praha 1;50,08961;14,39153;Private room;1864;30;1;31/12/2014;0,01;2;80;0
1962267;The Loft Prague;10139616;Lucie;Praha 10;50,06772;14,45658;Entire home/apt;3945;3;444;02/01/2025;3,19;1;0;22
1973172;Bright 2BDR Apt. in 5 minutes to Wenceslas Square;227945;Alex And Kate;Praha 1;50,0785;14,42378;Entire home/apt;3179;2;510;17/06/2025;3,64;97;72;62
1982382;Pleasant room with a view and a large desk;10017220;Laura;Praha 13;50,0472;14,32315;Private room;932;2;34;28/04/2025;0,26;3;320;5
1993533;Perfect Studio for your Visit of Prague!;546587;Kristina;Praha 5;50,06615;14,40239;Entire home/apt;1183;1;162;18/06/2025;1,2;2;152;21
2006581;Nice place for a family - historic;10329136;Ales;Praha 1;50,09195;14,41944;Entire home/apt;14000;1;0;NA;0;2;364;0
2006644;Functional place;10329136;Ales;Praha 7;50,10056;14,43117;Entire home/apt;3833;1;0;NA;0;2;365;0
2006767;Van Gogh's apartment in the center;1629431;Alex & Natalia;Praha 2;50,07306;14,4311;Entire home/apt;1583;2;252;02/06/2025;1,86;19;244;52
2026259;YOUR safe home in heart of city ??;4867936;Eva;Praha 1;50,09041;14,42593;Entire home/apt;1627;3;588;06/06/2025;4,2;4;221;59
2064776;Prague Penthouse Apt. w/ Terrace;10564098;Jan;Praha 10;50,07137;14,45248;Entire home/apt;7299;1;109;04/05/2025;0,9;7;214;22
2064781;2 Bedroom apartment in a quiet location;10564098;Jan;Praha 10;50,07191;14,45356;Hotel room;;1;32;06/04/2025;0,26;7;225;2
2065619;Letensk˝ Montmartre - apartmen 4;3321411;Kate?ina;Praha 7;50,10172;14,41789;Entire home/apt;1700;2;154;16/06/2025;1,1;4;186;19
2085093;Unique - dir.on Main tourist route;10648778;Radan;Praha 1;50,08741;14,40633;Entire home/apt;3684;5;168;16/06/2025;1,2;1;360;12
2096148;Old Prague modern & Good apartment;10693084;Kims Vill;Praha 1;50,08501;14,41943;Entire home/apt;1566;1;437;30/05/2025;3,21;9;244;52
2096205;Good location & nice Apartment;10693084;Kims Vill;Praha 1;50,08495;14,41984;Entire home/apt;1566;1;474;04/06/2025;3,5;9;250;53
2098954;Old Town Square, 1 minute walk!;799502;Anna;Praha 1;50,08654;14,42274;Entire home/apt;1424;2;531;13/06/2025;3,88;9;134;60
2104362;Charming Charles Bridge 2room Suite;227945;Alex And Kate;Praha 1;50,08452;14,41374;Entire home/apt;2393;2;487;30/05/2025;3,49;97;71;35
2117148;Wenceslas Sq 3BDR Ruterra Apartment;227945;Alex And Kate;Praha 1;50,08064;14,4291;Entire home/apt;2853;2;375;16/06/2025;2,71;97;32;6
2127490;Palace Dlouha Old Town apt with terrace & parking;5297514;Wishlist Prague Residences;Praha 1;50,0904;14,4281;Hotel room;4111;1;202;31/05/2025;1,45;46;124;2
2144220;Quiet flat in the family house;5857815;Miloslav;Velká Chuchle;50,00898;14,38144;Entire home/apt;981;1;103;08/06/2025;0,81;1;361;20
2175991;Private room for max 6 people - located in center.;1564885;VladimÌr;Praha 2;50,076;14,42133;Private room;4429;1;6;03/10/2022;0,06;5;363;0
2179323;Harrison Homes Apartment 01 - Terrace & parking;11115324;Daria;Praha 10;50,057602;14,506838;Entire home/apt;1485;5;8;05/01/2025;0,07;3;265;7
2184441;Spacious Apartment in the Heart of Prague (63 sqm);213707029;Rezidence;Praha 1;50,08045;14,41591;Entire home/apt;;56;3;17/07/2014;0,02;6;0;0
2200261;Cosy separate room nearby gorgeous park;1895342;Anatolij;Praha 3;50,08417;14,44886;Private room;998;1;771;17/06/2025;5,63;11;115;69
2212905;Luxury Loft 4-Bedrooms, 4-Bathrooms (Old Town);9345552;Romana;Praha 2;50,07502;14,41615;Entire home/apt;10741;2;220;17/04/2025;1,63;44;227;15
2224754;OLD TOWN Charming Apartment in the very centre;11353264;Pavla;Praha 1;50,09061;14,42326;Entire home/apt;1397;2;457;03/06/2025;3,31;1;114;47
2225678;Secluded Studio in 17th Century Building;11357884;Edgar;Praha 1;50,08432;14,41543;Entire home/apt;2440;2;630;04/06/2025;4,58;3;223;52
2288037;Cosy studio right in the center;11357884;Edgar;Praha 1;50,08527;14,41761;Entire home/apt;2221;2;646;05/06/2025;4,73;3;235;58
2295068;Sunny Apartment Heart in Old Town;8913102;Hana;Praha 1;50,091553;14,426349;Entire home/apt;2866;2;618;16/06/2025;4,56;4;243;74
2303830;APARTMENT ?49 IN PRAGUE CENTER;3228013;Kira And Irina;Praha 2;50,07397;14,43056;Entire home/apt;;1;108;22/05/2022;0,78;35;364;0
2308808;"""APARTMENT ?44"" IN CENTER OF PRAGUE";3228013;Kira And Irina;Praha 2;50,07429;14,43162;Entire home/apt;;1;14;14/03/2023;0,11;35;364;0
2335148;LOVELY HOTEL IN ??PRAGUE??CITY CENTRE;3228013;Kira And Irina;Praha 2;50,0706;14,43003;Entire home/apt;;1;335;26/07/2024;2,43;35;364;1
2335489;INSTANT BOOK STUDIO PRAGUE CENTER;3228013;Kira And Irina;Praha 2;50,07397;14,43056;Entire home/apt;4937;1;212;28/04/2025;1,55;35;330;1
2335608;???APARTMENT IN THE CITY ?? CENTRE?? PRAGUE???;3228013;Kira And Irina;Praha 2;50,07397;14,43056;Entire home/apt;;1;146;12/05/2024;1,06;35;364;0
2371086;Prague¥s Old Town Apartment_1;13574336;Dominik;Praha 1;50,09113;14,42797;Hotel room;2393;1;234;12/06/2025;1,72;8;196;23
2371153;Prague's Old Town Superior Apartment 2;13574336;Dominik;Praha 1;50,09113;14,42797;Hotel room;3087;1;10;02/06/2024;0,08;8;200;0
2394662;Apartment with balcony Prague;12232956;Libor;Praha 6;50,07616;14,32908;Entire home/apt;1139;1;351;19/06/2025;2,57;1;254;33
2408226;2 BD w.balcony&AC, 6min-Old Town sq;174579;Nicola;Praha 1;50,07935;14,41561;Entire home/apt;4650;4;158;04/06/2025;1,16;1;226;33
2410556;Our Loft next to Charles Bridge;1240390;Sarah;Praha 1;50,08744;14,40813;Entire home/apt;6881;1;636;07/06/2025;4,64;18;231;37
2412495;Historik apartment / 2 bedrooms/2 baths/ a kitchen;1336827;Hana;Praha 1;50,086;14,40397;Entire home/apt;2576;2;188;02/06/2025;1,38;2;262;8
2415458;Fashion A 5-Bedrooms, 4-Bathrooms (Old Town);9345552;Romana;Praha 1;50,08082;14,42138;Entire home/apt;9547;2;102;27/05/2025;0,75;44;279;13
2416049;CITY CENTER Spacious 3BDR Perlova str. id: (10);9550037;Anton & Vika;Praha 1;50,08339;14,42128;Entire home/apt;3778;2;224;03/06/2025;1,65;40;132;21
2444926;Fenix 3 - Prague 1/Old Town;3174648;Petr;Praha 1;50,07822;14,4169;Entire home/apt;2698;3;20;29/10/2024;0,17;13;296;1
2456742;Luxurious apt with a great view!;12562812;Eva;Praha 1;50,0879;14,41767;Entire home/apt;5016;3;359;03/06/2025;2,64;2;246;43
2490370;Visit Old Town From an Amazing Apartment;12747563;Mike;Praha 1;50,08128;14,42107;Entire home/apt;2150;3;593;01/06/2025;4,33;3;185;63
2493281;APARTMAN 4+kk ANGEL CENTRUM+PARKING;12760657;Jana;Praha 5;50,0711;14,40326;Entire home/apt;9130;28;28;02/01/2020;0,21;3;353;0
2497467;Amazing Apartment in Prague one!;12747563;Mike;Praha 1;50,08104;14,41908;Entire home/apt;2584;3;627;29/05/2025;4,57;3;186;51
2498320;Fashion B 5-Bedrooms, 3-Bathrooms (Old Town);9345552;Romana;Praha 1;50,08082;14,42138;Entire home/apt;11671;2;147;01/06/2025;1,1;44;260;17
2509362;One bedroom apt. next to Wanceslas Square;2049124;Jakub;Praha 1;50,07726;14,42851;Entire home/apt;1608;2;119;18/06/2025;0,87;4;259;28
2512075;Ruterra flat  by National Theatre;227945;Alex And Kate;Praha 1;50,07961;14,4176;Entire home/apt;3023;2;426;16/06/2025;3,13;97;89;37
2549188;"3 bedrooms APT Prague 1-  ""HISTORIC CITY CENTER""";12924287;Vaclav;Praha 1;50,08614;14,40617;Entire home/apt;3331;3;532;06/06/2025;3,9;3;97;40
2549216;Nice & sunny (1)Apt for 4, Mal· Strana Prague 1;12924287;Vaclav;Praha 1;50,08527;14,40279;Entire home/apt;3245;2;2;10/03/2020;0,02;3;90;0
2559541;Fenix 2 - Prague 1/Old Town;3174648;Petr;Praha 1;50,07942;14,41691;Entire home/apt;2698;3;24;01/01/2025;0,18;13;296;6
2559949;Fenix 4 - four-room apart./Old Town;3174648;Petr;Praha 1;50,079079;14,416112;Entire home/apt;3852;2;91;01/06/2025;0,67;13;319;33
2562259;Privat quite room near center;5632523;Pavel;Praha 8;50,12146;14,44583;Private room;861;2;79;23/04/2025;0,58;2;354;2
2562920;Lovely Prague Apartment;13121470;Tina;Praha 1;50,09174;14,42077;Entire home/apt;3019;2;135;12/06/2025;1,01;5;13;10
2571177;Traveler's secrets with your room !;2811945;Martin;Praha 3;50,07768;14,45487;Private room;768;2;44;03/01/2020;0,32;1;0;0
2579285;City centre studio apartment;3533590;Andy;Praha 1;50,07726;14,42851;Entire home/apt;2226;3;198;19/05/2025;1,46;7;300;35
2594921;Zentrale Wohnung, Balkon&Garage;13287082;Krist˝na;Praha 4;50,041068;14,415689;Entire home/apt;1710;2;15;16/06/2025;2,66;1;274;15
2631883;Prague¥s Old Town Apartment_2;13574336;Dominik;Praha 1;50,09113;14,42797;Hotel room;2393;1;88;12/01/2024;0,65;8;196;0
2649626;Prague's Old Town Superior Apartment;13574336;Dominik;Praha 1;50,09113;14,42797;Hotel room;3087;1;18;14/10/2021;0,13;8;200;0
2655321;spectacular views from stylish studio with balcony;9665805;Klaus;Praha 7;50,09996;14,4267;Entire home/apt;2019;3;354;01/06/2025;2,89;1;224;28
2656156;Prague¥s OldTown Family Apartment_1;13574336;Dominik;Praha 1;50,09113;14,42797;Hotel room;3782;1;40;08/06/2025;0,29;8;179;4
2656812;Prague¥s OldTown Family Apartment_2;13574336;Dominik;Praha 1;50,09113;14,42797;Hotel room;3782;1;13;12/07/2024;0,1;8;179;1
2684495;Fifty Shades of Grey..:-);4841758;VilÈm;Praha 13;50,04915;14,34403;Entire home/apt;968;2;365;17/06/2025;2,68;1;165;18
2732357;Charles Bridge | Balcony | Luxury 3-Room Apt;13983774;Anita;Praha 1;50,08785;14,4051;Entire home/apt;5789;1;493;16/06/2025;3,67;1;256;43
2742105;Nicely renovated Apartment;13691010;Katerin;Praha 2;50,0748;14,43784;Entire home/apt;3424;1;105;03/05/2025;0,77;1;195;2
2742534;Cosy Studio near Old Town Square with NETFLIX TV.;2049124;Jakub;Praha 1;50,09093;14,43083;Entire home/apt;1394;2;138;18/06/2025;1,02;4;264;10
2755006;Pension Charlie Prague;14092143;Charlie;Praha 13;50,05149;14,32384;Entire home/apt;8683;3;21;01/06/2025;0,15;1;356;3
2762904;Artistic, sunny & new in Prague 2!;14131222;Veronika;Praha 2;50,07047;14,44257;Entire home/apt;1202;6;38;30/05/2025;0,28;1;0;7
2765731;Comfy,sunny,spacious apartment;14146886;Radek;Praha 10;50,06023;14,46866;Entire home/apt;2010;5;114;29/04/2025;0,84;1;84;1
2791863;Soak Up the Retro Vibe at an Intimate Hideaway with Terrace;2130921;Robert And Pavel;Praha 2;50,07828;14,43434;Entire home/apt;2793;1;502;16/06/2025;3,75;6;323;54
2822732;Beautiful 3BDR apartment, Prague centre;9781830;Iva;Praha 3;50,08174;14,44898;Entire home/apt;7958;3;195;03/06/2025;1,45;1;111;16
2840293;????????????;14528947;Stephanie;Praha 2;50,06956;14,43467;Entire home/apt;2043;2;480;23/05/2025;3,58;7;232;28
2843699;Bright Cosy Apt. near The Charles Bridge;6770404;Jiri;Praha 1;50,08506;14,40267;Entire home/apt;2111;4;420;16/06/2025;3,1;1;111;52
2848348;Above the Trees - Take it Easy in Prague;6691588;Jana;Praha 10;50,06661;14,49891;Entire home/apt;1676;4;22;11/05/2025;0,18;4;18;15
2848689;Old Town Square, sunny cozy flat!;799502;Anna;Praha 1;50,09167;14,43129;Entire home/apt;1281;1;422;04/06/2025;3,14;9;168;52
2879186;5 people,20min center,1,5km O2 arena;5902035;Andrea;Praha 9;50,09557;14,50471;Entire home/apt;3589;3;47;01/06/2025;0,38;2;362;4
2903482;Studio Dusni with balcony;14835617;Martin;Praha 1;50,08794;14,42274;Entire home/apt;3009;2;110;24/05/2025;0,9;2;209;25
2939716;3 BEDROOM FAMILY APARTMENT NEAR CITY CENTRE;15009466;Hams;Praha 3;50,08698;14,44735;Entire home/apt;8728;2;21;28/08/2024;0,16;1;8;1
2943572;One bedroom  apartment  1B;9805316;Filip;Praha 2;50,07403;14,4175;Entire home/apt;2531;2;11;07/05/2025;0,08;12;268;1
2947360;Private room close to city center;9260498;Daniel & Nikol;Praha 13;50,05306;14,35014;Private room;;365;14;02/01/2017;0,11;1;364;0
2974558;Cozy Stay in Very Heart of Prague Historic House;3529680;Ond?ej;Praha 1;50,08139;14,42504;Entire home/apt;3139;1;802;20/06/2025;5,99;19;242;81
2995655;Appartamento nel centro di Praga;13433030;Marco;Praha 7;50,10335;14,43387;Entire home/apt;2694;2;122;18/05/2025;0,99;1;321;17
3030736;Apartment in Praha 3;15437138;Hirsa;Praha 3;50,07825;14,45744;Entire home/apt;;2;28;13/05/2024;0,81;1;0;0
3048217;Apartment from famous architect;15517498;Kamila;Praha 3;50,08658;14,4505;Entire home/apt;;3;41;13/03/2025;0,31;1;95;2
3072283;Centrally located apartment Prague;15635843;Marek;Praha 10;50,07066;14,44845;Entire home/apt;2109;2;404;15/06/2025;3,01;1;261;19
3082194;Riverside Apartment;15683232;Vaclav;Praha 5;50,07672;14,4088;Entire home/apt;1618;14;18;03/04/2025;0,15;33;92;6
3135883;Sophisticated Apt, Parking, in the Heart of Prague;3568804;Magnus;Praha 1;50,08067;14,42397;Entire home/apt;4104;3;505;19/06/2025;4,06;8;302;53
3148637;?? HOTEL ??  PRAGUE CENTER ??;3228013;Kira And Irina;Praha 2;50,0706;14,43003;Entire home/apt;;1;183;16/06/2025;1,36;35;355;3
3154506;Unique flat near Prague Castle;14626960;Edita;Praha 6;50,08909;14,38618;Entire home/apt;1739;2;89;15/06/2025;0,68;1;181;6
3156119;BOOK NOW ROOM IN PRAGUE CENTER;3228013;Kira And Irina;Praha 2;50,0706;14,43003;Private room;;1;197;11/07/2024;1,47;35;364;1
3182714;Small Romantic CoCoon & eXceptional TerRace;16136818;Jacques Eloi Marie Christophe;Praha 3;50,08627;14,45077;Private room;1556;2;610;14/06/2025;4,58;14;344;64
3187173;Style & Rooftop with panoramic view;16136818;Jacques Eloi Marie Christophe;Praha 3;50,08689;14,44957;Private room;1391;2;575;13/06/2025;4,32;14;340;61
3199817;2 minutes to Old Town Square!;3764598;Martina;Praha 1;50,08509;14,41814;Entire home/apt;1691;2;702;04/06/2025;5,24;1;15;51
3213848;Light-Filled Apartment in the City Center;4776895;Martina;Praha 6;50,10959;14,3947;Entire home/apt;4891;5;61;04/05/2025;0,48;2;179;8
3245650;Artist Delight Flat Old Town;16418891;Rick;Praha 1;50,09141;14,43197;Entire home/apt;1179;30;480;10/06/2022;3,58;2;133;0
3253477;Classic 2BDR suite by Ruterra;227945;Alex And Kate;Praha 1;50,07799;14,42583;Entire home/apt;;2;453;16/05/2025;3,38;97;74;38
3265856;Antique Apartment in baroque House near KAMPA park;3925931;Hata;Praha 1;50,08602;14,4054;Private room;1304;5;213;11/06/2025;1,71;1;133;33
3268602;Modern Apartment - Riegrovy gardens;16524414;Marina;Praha 2;50,07991;14,4454;Entire home/apt;1666;3;356;29/05/2025;2,67;1;194;38
3274839;OLD TOWN - Studio Economy Templova  I.;3287258;David;Praha 1;50,08922;14,42608;Private room;2696;1;17;10/05/2024;0,21;25;210;0
3285761;Sokolovska apartments;16606129;Anna;Praha 8;50,09299;14,44611;Entire home/apt;1548;1;684;06/06/2025;5,25;5;274;71
3330473;Deluxe 2BD near O2 Arena, center;16393090;Diana;Praha 8;50,1021;14,4797;Entire home/apt;;12;72;02/09/2022;0,55;1;31;0
3337262;Spacious New Flat 15 min to Center;16843354;Rene;Praha 6;50,11228;14,39085;Entire home/apt;1853;5;237;12/04/2025;1,78;1;341;8
3341259;OLD TOWN - Studio Economy Templova II.;3287258;David;Praha 1;50,08758;14,42437;Private room;2696;1;7;03/02/2025;0,05;25;210;1
3341514;OLD TOWN - 3 Bedroom 3 Bathroom Kitchen;3287258;David;Praha 1;50,08809;14,42546;Entire home/apt;4546;1;9;23/06/2024;0,12;25;207;1
