id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
24533820;Arch I;34362547;Daniela & Michal;Praha 1;50,08222;14,4312;Entire home/apt;2561;2;264;21/04/2025;3,03;4;293;19
24542151;Four bed room, Spring theme - WALKABLE TO CENTRE;23208630;Frantiöek;Praha 2;50,06549;14,4268;Private room;1337;1;87;19/04/2025;1,01;24;94;6
24542681;?eporyje by Interhome;163379716;Jana - Interhome Group;Řeporyje;50,030367;14,306833;Entire home/apt;8038;1;1;15/07/2021;0,02;21;4;0
24557620;Three bed room, Summer theme - WALKABLE TO CENTRE;23208630;Frantiöek;Praha 2;50,06549;14,4268;Private room;1034;1;60;04/06/2025;0,7;24;110;6
24557803;Double bed room, Autumn theme - WALKABLE TO CENTRE;23208630;Frantiöek;Praha 2;50,06549;14,4268;Private room;949;1;83;24/01/2025;0,96;24;125;6
24557976;Single room, Winter theme - WALKABLE TO CENTRE;23208630;Frantiöek;Praha 2;50,06549;14,4268;Private room;865;1;37;10/05/2025;0,44;24;119;5
24591745;Trendy Local Apartment;185824678;Vadim;Praha 7;50,09972;14,41916;Entire home/apt;2042;2;284;12/06/2025;3,27;2;195;42
24637483;pension vysehrad;65046262;Eva;Praha 4;50,06229;14,42643;Private room;982;1;143;16/06/2025;1,65;1;199;25
24651065;Cozy & convenient studio in a family house 2;136778451;Marcela;Praha 14;50,111934;14,564133;Private room;1250;1;525;19/06/2025;6,06;4;162;56
24654864;Very best location, Wi-Fi, romantic harmony;5589792;Eva;Praha 1;50,08618;14,4015;Entire home/apt;2403;30;9;09/06/2025;0,1;3;364;4
24664193;Beautiful, Conveniently located Apartment for 4;59465719;Petra;Praha 3;50,07611;14,45407;Entire home/apt;2375;3;214;01/06/2025;2,47;2;265;36
24672971;Explore Prague from the Old Town Square;8134476;Sarah & Jan;Praha 1;50,08863;14,41831;Entire home/apt;2955;2;503;18/06/2025;5,79;11;197;59
24702755;Sunny studio Apt. in the Old Town;90401972;Romana;Praha 1;50,07973;14,41842;Entire home/apt;1685;1;415;06/06/2025;4,8;30;88;51
24717972;Apartment At IP.Pavlova 4th floor left no.9;15683232;Vaclav;Praha 2;50,07472;14,42939;Entire home/apt;;3;22;19/08/2024;0,26;33;31;5
24770246;Manhattan in the heart of Prague;113502651;Jakub;Praha 1;50,08244;14,43036;Entire home/apt;1424;2;350;27/05/2025;4,04;1;42;53
24771062;Cozy  3+KK close to O2 arena short-term;30539261;Maria;Praha 9;50,10587;14,48883;Entire home/apt;1080;30;0;NA;0;1;293;0
24772706;Stylish bright flat w/ balconies HIP district;20270429;Radek;Praha 8;50,09422;14,45074;Entire home/apt;1894;2;122;14/06/2025;1,41;1;279;24
24798004;Spacious 3BDR with Balcony in Trendy Karlin;19259669;Martin;Praha 8;50,08958;14,44529;Entire home/apt;2399;2;268;16/06/2025;3,52;1;137;42
24853523;Close Centered Spacy Comfy Room in a Family House;197594;Zuzie;Praha 10;50,07379;14,46747;Private room;;2;1;25/05/2018;0,01;5;0;0
24891209;Barrandov -15 min do centra;188183076;Ivana;Praha 5;50,03579;14,3869;Entire home/apt;1543;3;193;30/05/2025;2,24;1;243;37
24904149;2 Bedroom Old Town Apartment;33599224;R.A?k?n;Praha 1;50,08368;14,42061;Entire home/apt;2692;2;342;11/06/2025;3,96;18;84;40
24974577;Prague Centre Apartments;25143499;Emil;Praha 1;50,08523;14,43278;Entire home/apt;2219;4;64;21/04/2025;1,33;2;60;6
24977783;Historic DOWNTOWN APT - cultural heritage building;82459266;Zeb;Praha 2;50,07624;14,41666;Entire home/apt;1914;2;244;13/05/2025;2,82;35;105;29
25030636;Modern apartment few steps from centre;97265792;Jan;Praha 2;50,07548;14,42352;Entire home/apt;1469;1;495;05/06/2025;5,74;2;304;83
25043880;Bright apartment few steps from centre;97265792;Jan;Praha 1;50,07755;14,42184;Entire home/apt;1469;1;395;05/06/2025;4,6;2;302;63
25049985;Zizkov Apartment Prague by Michal&Friends;52431987;Michal & Friends;Praha 3;50,08594;14,45085;Entire home/apt;2550;1;375;12/06/2025;4,47;81;339;56
25050459;Vladka's place in Prague;119954412;VladimÌra;Praha 2;50,0827;14,43612;Entire home/apt;1393;3;210;03/06/2025;2,43;1;75;46
25125576;Comfy Bright Studio near the Metro;169433427;Petr & Family;Praha 8;50,1237;14,47244;Entire home/apt;895;1;135;06/06/2025;1,79;10;335;31
25140146;Quiet appt in the historic center;190008356;Berenika;Praha 1;50,08047;14,42378;Private room;1304;2;154;17/06/2025;1,79;1;23;26
25147445;Cosy Sunny Studio Close To Subway;169433427;Petr & Family;Praha 8;50,1237;14,47244;Entire home/apt;902;1;141;06/06/2025;1,75;10;335;27
25147793;Cozy Sunny Studio in a Quiet Area;169433427;Petr & Family;Praha 8;50,1237;14,47244;Entire home/apt;907;1;136;05/06/2025;1,83;10;351;28
25147968;Bright Sunny Studio by the Metro;169433427;Petr & Family;Praha 8;50,1237;14,47244;Entire home/apt;895;1;168;01/06/2025;1,96;10;335;44
25154069;Quaint Palace ROOM with Ensuite Bahtroom in Center;48253119;Daniel;Praha 1;50,07847;14,41858;Private room;1714;1;430;18/06/2025;5,03;48;345;75
25154184;Quaint Dorchester ROOM with Ensuite Bathroom;48253119;Daniel;Praha 1;50,07797;14,41758;Private room;1566;1;448;18/06/2025;5,24;48;331;81
25217612;Modern and comfy studio flat for you in Prague;1091596;Nat·lie;Praha 3;50,08669;14,45339;Entire home/apt;1796;3;173;28/05/2025;2,02;4;356;13
25230745;Studio Mala Strana - Prague historical center;838198;Michael;Praha 1;50,08173;14,40567;Entire home/apt;2404;4;188;25/04/2025;2,19;44;296;10
25241822;Deluxe Duplex Studio;189059540;Jakov;Praha 7;50,09946;14,43098;Entire home/apt;2779;1;72;02/06/2025;0,97;5;186;14
25248459;Large 2 Bedroom Flat - Awesome Central Location;82459266;Zeb;Praha 2;50,07608;14,41651;Entire home/apt;2775;2;281;01/06/2025;3,28;35;116;46
25250557;Deluxe Duplex Suite;189059540;Jakov;Praha 7;50,09944;14,43093;Entire home/apt;7868;1;41;31/05/2025;0,49;5;180;14
25251673;Letna vintage apartment, center close,100m;187422795;KarolÌna;Praha 7;50,09827;14,43127;Entire home/apt;3240;2;63;16/06/2025;0,73;1;165;9
25258639;Deluxe Two-Bedroom Apartment;189059540;Jakov;Praha 7;50,09943;14,43093;Entire home/apt;5204;1;123;26/05/2025;1,5;5;204;35
25260343;4BR+2BATH Prague AUTHENTIC at Historical center;103146185;Michal&Michael;Praha 1;50,079051;14,425191;Entire home/apt;7445;2;318;12/06/2025;3,73;45;306;60
25274707;Modern Living Nice Residences Area??TV WashDryer;3529680;Ond?ej;Praha 10;50,07251;14,478595;Entire home/apt;;3;128;03/05/2025;1,5;19;0;16
25281605;Bright & Large App. 80m2 next to Charles Bridge;17813224;Kerstin;Praha 1;50,08123;14,40642;Entire home/apt;2779;3;72;09/06/2025;0,86;2;349;16
25321991;BA Prague - Apartm·n Standard;18162588;Jarda;Praha 10;50,06987;14,452;Entire home/apt;1673;2;1;03/10/2022;0,03;8;343;0
25330958;ROYAL Bedroom Vysehrad at WELLNESS LOFT PRAGUE;88066698;Vojta And Andrea;Praha 2;50,07411;14,41444;Private room;1645;2;292;16/06/2025;3,4;4;313;76
25345604;Become King and Queen in room of wellness loft!;88066698;Vojta And Andrea;Praha 2;50,07281;14,41463;Private room;1480;2;293;29/05/2025;3,4;4;293;81
25349588;? Central Apartment - WONDERFUL & QUIET Location ?;82459266;Zeb;Praha 2;50,07784;14,41822;Entire home/apt;1685;2;233;06/06/2025;2,74;35;119;36
25367201;Old Town Apartment Only Steps To Charles Bridge;60197096;Eva;Praha 1;50,08624;14,40841;Entire home/apt;3600;4;217;12/06/2025;2,59;1;264;33
25369286;Fine Flat - Fair Fare For Fabulous Friends;82459266;Zeb;Praha 1;50,07773;14,41616;Entire home/apt;1625;2;239;25/05/2025;2,81;35;102;42
25390709;??Apt Borislavka??3metro stations to OldTown,20min??;191683646;Klara;Praha 6;50,09743;14,35744;Entire home/apt;1379;3;232;10/06/2025;2,73;2;169;42
25422097;Quiet OLD TOWN Apartment;5003101;Galyna;Praha 1;50,09056;14,42803;Entire home/apt;2150;2;210;12/06/2025;2,48;2;225;35
25441830;Sprawling City Views from an Enchanting Gem;3529680;Ond?ej;Praha 2;50,07833;14,42061;Entire home/apt;2835;1;467;18/06/2025;5,44;19;175;74
25466247;Exotic Double room with privat terrace;48640172;Hostel;Praha 1;50,08467;14,42128;Private room;3529;1;9;01/06/2025;0,12;68;361;1
25468489;Good Studio Happy Days 48;2420885;Marina & Alex;Praha 1;50,0916;14,42896;Entire home/apt;1633;3;92;02/06/2025;1,1;84;118;33
25485279;Big apartment Rezidence Eliska near to the center;84291520;Michal;Praha 9;50,10549;14,50264;Entire home/apt;1740;1;43;11/05/2025;0,52;2;211;4
25540471;Studio Troja;192705375;David;Praha 8;50,12572;14,41031;Entire home/apt;24808;1;8;27/01/2020;0,09;1;364;0
25556687;FLAT23;192806207;Tereza;Praha 7;50,10398;14,44473;Entire home/apt;3230;7;18;05/05/2019;0,22;1;43;0
25557044;Deluxe Duplex One-Bedroom Apartment;189059540;Jakov;Praha 7;50,09943;14,43093;Entire home/apt;3037;1;56;18/04/2025;1,21;5;173;19
25565701;City Centre Apartment Prague by Michal&Friends;52431987;Michal & Friends;Praha 3;50,08704;14,44215;Entire home/apt;2568;1;334;07/06/2025;4,05;81;338;30
25567000;APT with sunny garden Prague A2 by Michal&Friends;52431987;Michal & Friends;Praha 8;50,12545;14,47247;Entire home/apt;1904;1;242;12/06/2025;2,87;81;336;36
25567944;Deluxe One-Bedroom Apartment with separate bedroom;189059540;Jakov;Praha 7;50,09946;14,43099;Entire home/apt;3057;1;333;05/06/2025;3,98;5;207;94
25568517;APT with sunny garden Prague A3 by Michal&Friends;52431987;Michal & Friends;Praha 8;50,12488;14,47243;Entire home/apt;2318;1;187;31/05/2025;2,21;81;337;26
25569079;Prague APT 1 near Charles Bridge by Michal&Friends;52431987;Michal & Friends;Praha 1;50,0825;14,40498;Entire home/apt;2133;1;378;12/06/2025;4,46;81;347;60
25608435;Tidy apartment near Wenceslav Square;113092831;Phuong Thao;Praha 2;50,07693;14,43056;Entire home/apt;1464;2;371;28/05/2025;4,33;3;225;43
25671307;Spacious flat 150 m by walk from Charles Bridge;19910967;Martin;Praha 1;50,08635;14,40477;Entire home/apt;2098;1;190;01/06/2025;2,32;1;339;24
25726260;Cozy artsy flat near the center and next to a park;39010433;Jan;Praha 9;50,10827;14,48508;Private room;1164;2;54;16/12/2024;0,65;1;119;4
25730177;Prague Luxury APT 1 PARKING by Michal&Friends;52431987;Michal & Friends;Praha 8;50,09319;14,45444;Entire home/apt;2210;1;263;07/06/2025;3,33;81;338;44
25731052;Prague Trendy Central Apartment by Michal&Friends;52431987;Michal & Friends;Praha 3;50,08261;14,44283;Entire home/apt;2483;1;297;10/06/2025;3,69;81;340;43
25731709;Prague Luxury APT 2 Parking by Michal&Friends;52431987;Michal & Friends;Praha 8;50,093402;14,454702;Entire home/apt;2207;1;253;08/06/2025;3,22;81;335;42
25732521;Luxury Center APT Garage Parking by Michal&Friends;52431987;Michal & Friends;Praha 8;50,09313;14,44704;Entire home/apt;2575;1;234;09/06/2025;3,22;81;329;46
25755950;'Apartment Krymska' in central, historic Vrsovice;45333678;Kl·ra;Praha 10;50,06997;14,44876;Entire home/apt;1805;3;239;03/06/2025;2,8;1;69;35
25810946;Rodinn˝ hotel.;52938143;Martin;Praha 14;50,08736;14,55684;Private room;675;44;0;NA;0;1;362;0
25833691;Quiet Studio at Charles Bridge | Amazing views;194107342;Veri;Praha 1;50,087403;14,404972;Entire home/apt;2991;2;246;31/05/2025;2,89;2;96;62
25848753;Czech SPIRIT & Designed CLEAN room & FREE PARKING;14858490;Michal;Praha 5;50,064363;14,409664;Private room;1161;2;218;18/05/2025;2,56;4;352;31
25853756;Frida apartment with balcony in the centre;172607909;Karel;Praha 1;50,090496;14,432226;Entire home/apt;2393;1;97;09/06/2025;1,14;1;335;8
25915527;Renovated Apartment Inspired by History;194766458;Kamil;Praha 5;50,07156;14,40513;Entire home/apt;2946;1;332;18/06/2025;3,88;1;149;40
25942164;Apartment DeLuxe Terrace;43845155;Andrea;Praha 1;50,08656;14,39895;Entire home/apt;2960;2;7;13/06/2025;0,09;2;56;2
25954674;??LOVELY?? 55 APARTMENT??QUIET HOME??;3279605;Elena And Kira;Praha 2;50,07502;14,43101;Entire home/apt;5232;1;4;26/04/2025;0,05;16;357;1
25989382;Apartment Prague -Sunny flat with air conditioning;1629431;Alex & Natalia;Praha 2;50,07424;14,43155;Entire home/apt;1936;3;194;06/06/2025;2,27;19;308;50
26000089;Design studio near Prague Castle;16580095;Eva;Praha 6;50,098988;14,402974;Entire home/apt;1572;2;222;05/06/2025;2,62;1;142;42
26003216;Cosy studio in the Old Town;31263447;Kristine;Praha 1;50,0851;14,4162;Entire home/apt;3176;1;3;13/03/2022;0,04;17;270;0
26026692;Unique & calm, éiûkov, 2BDR, 54 m2;195604514;Ivana;Praha 3;50,08522;14,4507;Entire home/apt;1513;4;226;13/06/2025;2,7;4;289;32
26045301;Single Room next to the river perfectly located;124407258;Cyril;Praha 5;50,07079;14,41081;Private room;;14;1;20/08/2018;0,01;7;0;0
26047211;NEW apartment!!! - ideal for long term;7085715;Tom·ö;Praha 7;50,10285;14,45308;Entire home/apt;9510;2;14;10/09/2021;0,17;8;179;0
26068889;Apartman Josef, comfortable quiet place;63319408;Roman;Praha 5;50,076879;14,404804;Entire home/apt;1655;2;100;06/06/2025;3,25;6;340;45
26101034;Apartment Halkova 5;195426177;Alena;Praha 2;50,07642;14,42786;Entire home/apt;1900;2;348;12/06/2025;4,09;1;183;66
26107251;NEW Stylish studio, 5 mins center;87683064;Jakub;Praha 7;50,09816;14,43284;Entire home/apt;1147;2;210;04/05/2025;2,49;23;91;25
26107662;Studio in center with a terrace;246823842;Olinn;Praha 1;50,08985;14,42627;Entire home/apt;1670;2;263;15/06/2025;3,09;54;100;51
26131294;Comfortable APARTMENT #1 , Prague 3;196424097;Jana;Praha 3;50,09104;14,47229;Entire home/apt;1275;6;68;01/06/2025;0,8;1;36;11
26149749;Sunny Flamingo apartment for 4;22608410;Alexandr;Praha 5;50,07318;14,37378;Entire home/apt;;2;8;05/06/2025;0,11;10;238;4
26150119;Flamingo apartment 2 bedrooms;22608410;Alexandr;Praha 5;50,07456;14,37548;Entire home/apt;3079;2;9;03/10/2023;0,13;10;212;0
26150293;Sunny Flamingo apartment for 10 in top floor;22608410;Alexandr;Praha 5;50,07387;14,37567;Entire home/apt;3582;2;27;06/06/2025;0,37;10;215;9
26150859;The best place for holiday in Prague;193458944;Jan;Praha 4;50,05237;14,42065;Entire home/apt;1331;2;132;01/06/2025;1,56;1;85;29
26156080;Vyöehrad home near centre;180469281;Tereza;Praha 4;50,06258;14,43547;Entire home/apt;1500;60;5;25/07/2023;0,07;2;337;0
26185576;Newly Renovated Apartment in the Heart of Prague;19105053;Jana;Praha 1;50,09153;14,42217;Entire home/apt;3563;3;371;10/06/2025;4,43;2;213;57
26208886;Apartment No.4;196982015;Zdenek;Praha 2;50,0633;14,42413;Entire home/apt;1836;2;110;29/05/2025;1,42;1;270;15
26211285;Byt v nejlepöÌ ?·sti Prahy;196994684;Klaudie A Kl·ra;Praha 3;50,08015;14,45443;Entire home/apt;1399;2;146;27/11/2024;1,8;2;52;3
26216842;One bedroom apartment in Residence Garden Towers;1629431;Alex & Natalia;Praha 3;50,08312;14,46634;Entire home/apt;1611;4;108;01/06/2025;1,28;19;105;40
26217459;OLD TOWN - 3 Bedroom 2 Bathroom Michalska;3287258;David;Praha 1;50,084541;14,419904;Entire home/apt;5184;1;144;31/03/2025;1,71;25;283;15
26217620;OLD TOWN Lovely Home NEW;5463516;Zuzana & Seven Keys Team;Praha 1;50,08885;14,42536;Entire home/apt;1495;1;239;16/06/2025;2,81;77;111;47
26220647;Design Ruterra Loft next to Synagogue;227945;Alex And Kate;Praha 1;50,084;14,43128;Entire home/apt;2733;2;163;18/06/2025;2,01;97;32;27
26298622;MiniHouse DUO, quiet periphery, 35 min centrum;126722619;Eva;Praha 13;50,04516;14,27809;Entire home/apt;;2;85;03/01/2025;1,02;4;0;10
26317490;Grebovka Apartment IV.;176940781;Jan;Praha 10;50,06928;14,44889;Entire home/apt;2680;3;8;17/08/2024;0,1;8;8;1
26392335;Cozy, Romantic & Newly refurbished: City Center!;140233550;Roman & Tereza & Friends :);Praha 2;50,07832;14,43668;Entire home/apt;1463;1;235;19/05/2025;2,78;4;115;40
26420786;Apartment with a nice view, 15 min to the center;19526771;Ivo;Praha 3;50,088336;14,494582;Entire home/apt;2490;3;15;02/06/2025;0,18;1;87;4
26451883;Golden Prague: Designer home in the Best Location!;140233550;Roman & Tereza & Friends :);Praha 2;50,0787;14,43531;Entire home/apt;1666;1;227;05/06/2025;2,68;4;102;32
26458040;Light and Cozy Studio in Prague city center;198960119;Tom·ö;Praha 4;50,06199;14,44355;Entire home/apt;1195;2;258;02/06/2025;3,05;4;178;34
26467894;Sunny and cozy apartment in heart of Prague;198960119;Tom·ö;Praha 4;50,06392;14,44381;Entire home/apt;1275;2;263;01/06/2025;3,11;4;149;39
26474910;Elegant & Comfy home in truly best location! NEW;140233550;Roman & Tereza & Friends :);Praha 2;50,07988;14,43501;Entire home/apt;1590;2;304;05/06/2025;3,6;4;97;40
26496450;Quiet (and cool) apartment in the Art Nouveou area;144097543;David;Praha 10;50,06977;14,45819;Entire home/apt;1850;3;42;24/05/2025;0,58;1;75;11
26520714;Modern Apartment Close to Charles Bridge;8087351;Josef;Praha 5;50,078182;14,404523;Entire home/apt;6176;2;355;17/06/2025;4,21;82;300;66
26547252;Nice room in a great location;28687734;Michaela;Praha 10;50,070717;14,449317;Private room;834;2;155;08/06/2025;1,83;3;149;32
26549207;Apartment Vysehrad;124262119;Jiri;Praha 2;50,06542;14,41758;Entire home/apt;;90;16;18/08/2024;0,19;1;0;7
26555434;Central 4BR+3BATH+TERRACE Harry Potter's penthouse;103146185;Michal&Michael;Praha 2;50,074683;14,422274;Entire home/apt;9500;2;352;09/06/2025;4,17;45;295;68
26555540;Saint Valeria;33710357;Petr;Praha 2;50,07803;14,42017;Entire home/apt;2209;2;101;12/06/2025;1,22;4;39;4
26557191;My Apple retreat getaway, close to Chateau Troja;84564546;Jan;Praha 8;50,12788;14,41117;Entire home/apt;1627;4;17;29/09/2024;0,21;3;276;2
26580126;Private apartment 50m2, 2 rooms, quiet place;71540201;Jiri;Praha 7;50,10492;14,45222;Entire home/apt;;4;52;17/05/2025;0,66;1;1;3
26623304;Modern Lesser Town apartment  with balcony nr.4;8087351;Josef;Praha 5;50,078045;14,404641;Entire home/apt;2911;2;326;08/06/2025;3,9;82;306;53
26659042;Apartment for 22 people - top for Bachelor stay;107483841;Krist˝na;Praha 1;50,08142;14,41848;Entire home/apt;13500;2;21;24/05/2025;0,25;8;171;6
26660587;2BDR Beautiful apartment in the center for 7 pax;107483841;Krist˝na;Praha 1;50,07952;14,42009;Entire home/apt;6800;1;3;15/12/2019;0,04;8;177;0
26662632;Unique little home at the best location ! NEW*;140233550;Roman & Tereza & Friends :);Praha 2;50,07941;14,43509;Entire home/apt;1386;2;229;30/05/2025;2,72;4;116;34
26699596;Modern Riverside Studio - Sunny Terrace;1140084;Prague Days;Praha 5;50,07214;14,40876;Entire home/apt;1818;1;135;22/04/2025;1,6;44;167;26
26709296;Stylish Two Bedroom Apartment near Charles Bridge;8087351;Josef;Praha 5;50,078045;14,404641;Entire home/apt;5035;2;282;12/06/2025;3,37;82;320;54
26712656;Modern Lesser Town apartment nr.8 with balcony;8087351;Josef;Praha 5;50,078045;14,404641;Entire home/apt;3459;1;274;19/06/2025;3,26;82;307;36
26728596;Newly renovated 1-bed apartment at Charles Bridge;37031759;Nick And Jenny;Praha 1;50,08531;14,41821;Entire home/apt;2450;2;316;09/06/2025;3,75;62;169;42
26741035;Cozy Nest by Stromovka Park;60795303;Michaela;Praha 7;50,10202;14,42612;Entire home/apt;1379;2;408;19/06/2025;4,84;1;39;59
26773912;New apartment with free parking place;156132305;Andrej;Praha 1;50,07994;14,41871;Entire home/apt;3783;2;452;01/06/2025;5,37;6;332;54
26782823;New Town Central Apartment;125118157;Erik;Praha 1;50,07908;14,42417;Entire home/apt;;3;53;28/08/2024;0,63;1;0;4
26796520;The cozy apartment in a great location! :);28687734;Michaela;Praha 10;50,07135;14,45044;Entire home/apt;2241;2;50;01/05/2025;0,61;3;168;15
26834041;Studio Deluxe (Hotel room, 40m2);176726251;Vienna House Andels;Praha 5;50,07172;14,40374;Private room;;2;9;01/11/2023;0,13;3;185;0
26864528;City apartment Jungmann;25224567;Simon;Praha 1;50,08055;14,42353;Entire home/apt;1865;2;365;04/06/2025;4,33;5;178;63
26885372;Rooftop studio *Old Prague view* terrace with A/C;202228816;Katerina;Praha 3;50,08296;14,44793;Entire home/apt;2572;2;465;14/06/2025;5,55;1;91;86
26977041;CITY CENTRE STUDIO;202968795;Marcy;Praha 2;50,07569;14,42463;Entire home/apt;1039;2;285;06/06/2025;3,45;11;66;53
26977624;CITY CENTRE STUDIO 2;202968795;Marcy;Praha 2;50,07569;14,42463;Entire home/apt;1376;2;250;19/06/2025;3,03;11;64;44
26979663;Byt 2+1 bez kuchyn?, s balkÛnem. Near to airport..;202991436;Michal & Son Petr;Řeporyje;50,03195;14,30724;Private room;1531;1;177;15/06/2025;2,15;2;181;33
27057126;Apartment Victor - 3 bedrooms;203581859;T·?a;Praha 1;50,08876;14,41748;Entire home/apt;;2;122;08/09/2024;1,46;1;0;5
27074798;Incredible and Luxury Apt with AC in the center;56731962;Aneta;Praha 2;50,07859;14,42049;Entire home/apt;2892;1;246;06/06/2025;3,01;2;153;57
27142872;Modern Lesser Town apartment  with balcony nr.2;8087351;Josef;Praha 5;50,078182;14,404609;Entire home/apt;3838;2;350;16/06/2025;4,18;82;286;44
27143198;Eye Catching Lesser Town Apartment with Luxury Touches;8087351;Josef;Praha 5;50,078175;14,404598;Entire home/apt;4995;2;284;04/06/2025;3,39;82;326;31
27147034;HOME ALONE 5BR+3BATH Penthouse in center of Prague;103146185;Michal&Michael;Praha 2;50,074683;14,422274;Entire home/apt;6818;2;313;12/06/2025;3,74;45;311;58
27180976;New, modern & stylish, 10mins walk to city center;14528947;Stephanie;Praha 2;50,07333;14,43193;Entire home/apt;1663;2;187;06/06/2025;2,24;7;270;28
27181793;Private lockable bedroom in share Apt at thecenter;69560703;Arash;Praha 2;50,07849;14,43932;Private room;899;15;7;22/08/2021;0,08;3;89;0
27238100;TASTE a Czech SPIRIT & best LOCATION & private BTH;14858490;Michal;Praha 5;50,06426;14,411;Private room;1501;2;249;25/05/2025;2,99;4;350;46
27254187;Mosteck· 12 Residence: Quiet room with terrace;198231726;Realty;Praha 1;50,08741;14,40618;Entire home/apt;2644;2;238;04/04/2025;2,84;1;302;10
27270180;Spacious/Nearby the river/100m2/2Bdr/Renovated;205189798;Ond?ej;Praha 5;50,0723;14,40744;Entire home/apt;4140;2;134;15/06/2025;1,61;3;201;58
27271112;Modern Lesser Town Loft  nr.9;8087351;Josef;Praha 5;50,078167;14,404588;Entire home/apt;4546;1;246;04/06/2025;3,1;82;221;24
27362250;Prague 2 Byt;66798702;Miroslav;Praha 2;50,07283;14,43261;Entire home/apt;;1;0;NA;0;1;364;0
27365547;Room in shared apartment, Prague Letnany;6145656;Lounes;Praha 6;50,106468;14,37739;Entire home/apt;1036;2;1;09/06/2025;1;3;202;1
27385665;Panorama Prague Castle;398991;Emanuele;Praha 6;50,100086;14,391627;Entire home/apt;1710;2;31;20/04/2025;0,38;2;154;5
27401924;COMFY APARTMENT@RIVERSIDE;177301613;Ulvi;Praha 2;50,06881;14,41555;Entire home/apt;2613;1;225;09/06/2025;2,69;12;179;23
27422553;Old Town Stylish Flat;246823842;Olinn;Praha 1;50,089855;14,427162;Entire home/apt;1864;2;211;12/06/2025;2,52;54;114;29
27495469;Entire House w/Garden, 14 min to Centre;73027866;Jan;Praha 14;50,08981;14,56832;Entire home/apt;;5;2;03/04/2025;0,03;1;0;1
27547873;Bohemian Lifestyle at a Minimal Pad;14528947;Stephanie;Praha 2;50,07407;14,43108;Entire home/apt;2576;2;276;01/06/2025;3,31;7;246;56
27560030;Grebovka Apartment V.;176940781;Jan;Praha 10;50,07038;14,44848;Entire home/apt;2323;5;5;28/12/2024;0,06;8;7;1
27574180;2 BR apt near metro, 10 min to center by foot. L2;14528947;Stephanie;Praha 2;50,07372;14,43303;Entire home/apt;2136;2;284;01/06/2025;3,4;7;221;48
27575354;2BR apt, face yard, metro access, 10 min center L4;14528947;Stephanie;Praha 2;50,07184;14,43241;Entire home/apt;2233;2;238;04/06/2025;2,85;7;233;46
27576033;Flat close to city center with terrace & parking;205654047;Peter;Praha 5;50,07068;14,38533;Entire home/apt;;2;36;04/01/2025;0,43;1;0;29
27584679;Prague Castle Charming Home;5463516;Zuzana & Seven Keys Team;Praha 1;50,0878;14,40034;Entire home/apt;1264;1;297;07/06/2025;3,56;77;124;36
27598329;Apartment Gesse Kollarova;208243383;Anastasia;Praha 8;50,09026;14,45006;Entire home/apt;3474;3;42;04/05/2025;0,57;1;79;4
27646955;Stylish INVALIDOVNA apartment with FREE parking;208634465;Vaclav Levi;Praha 8;50,09734;14,46766;Entire home/apt;3691;2;213;16/06/2025;2,55;1;327;47
27658028;Artful Studio: Local Design & Garden Terrace;142742267;Ondrej;Praha 7;50,10344;14,41944;Entire home/apt;1788;3;292;16/05/2025;3,52;1;325;26
27713359;Brick&Wood 3BDR Ruterra Sauna Loft+Table Football;227945;Alex And Kate;Praha 3;50,08184;14,44589;Entire home/apt;5384;2;405;20/06/2025;4,87;97;43;73
27751854;Bright rooftop studio with huge terrace - Air-Con;9428723;Martin;Praha 1;50,08366;14,4042;Entire home/apt;2828;2;291;06/06/2025;3,5;3;34;31
27759092;Spacious 90m Apartment | 2BR | Near Center & River;123711443;Roman;Praha 2;50,07127;14,41603;Entire home/apt;4538;2;257;13/06/2025;3,1;35;150;54
27797808;Comfy condominium n. 15. Private bathroom/entrance;70285984;Robert;Praha 5;50,0616;14,40918;Entire home/apt;1708;2;36;06/06/2025;0,43;9;152;3
27820309;Roomy apartment in a green part of Prague;210078724;To?a;Kunratice;50,0145;14,47476;Entire home/apt;1500;2;143;05/05/2025;1,72;1;7;21
27851106;3 rooms+ kitchen with dining space;799502;Anna;Praha 5;50,07146;14,40811;Entire home/apt;1588;2;218;02/06/2025;2,64;9;151;44
27894475;Apartment in the center Prague;210714188;Krist˝na;Praha 1;50,09118;14,42503;Entire home/apt;3350;2;132;25/05/2025;1,6;1;138;22
27896352;"Design, top comfort and soul. ""Full fridge"". A.";208007809;Eva;Praha 3;50,08278;14,46648;Entire home/apt;1700;5;19;10/05/2025;0,24;1;231;1
27916280;Tiny luxury rooftop in the heart of Prague;56224491;Daniela;Praha 1;50,07951;14,41702;Entire home/apt;1687;2;272;03/06/2025;3,3;3;275;52
27929142;New Apartment Happy 11 nearby the Wenceslas Square;210882287;Tung Lam;Praha 1;50,0773;14,4275;Entire home/apt;;2;16;25/12/2023;0,2;1;173;0
27931055;JZP studio apartment;112449824;Evgeny And Artyom;Praha 2;50,08029;14,44634;Entire home/apt;1531;2;98;25/04/2025;1,28;12;348;12
27940860;Charming Apt. CHARLES BRIDGE 7min. walk!;211067487;Nina;Praha 1;50,08857;14,41868;Entire home/apt;5725;2;186;02/06/2025;2,26;1;358;15
